Event	ID	Name			Wwise Object Path	Notes
	86438937	Play_HitFlesh			\NPC\Damage\Play_HitFlesh	
	98439365	Play_Player_Footsteps			\Locomotion\PlayerLocomotion\Play_Player_Footsteps	
	161393517	Play_TestBeep_lp_3D			\TestEvents\Play_TestBeep_lp_3D	
	243729645	Play_Alt_Fire_Rifle			\Weapons\Rifle\Play_Alt_Fire_Rifle	
	449246991	Play_Reload_Handgun			\Weapons\Handgun\Play_Reload_Handgun	
	513454534	Play_KillConfirm			\NPC\Damage\Play_KillConfirm	
	634184142	Play_FireMain_Rifle			\Weapons\Rifle\Play_FireMain_Rifle	
	858964037	Play_TestBeep_lp			\TestEvents\Play_TestBeep_lp	
	889755407	Play_Play_Jump			\Locomotion\PlayerLocomotion\Play_Play_Jump	
	903081441	Play_AmbienceMain			\Ambience\Play_AmbienceMain	
	941492189	Play_Hitmarker_main			\Weapons\Hitmarkers\Play_Hitmarker_main	
	1174221978	Play_HitArmor			\NPC\Damage\Play_HitArmor	
	1670385919	Stop_TestBeep_lp_3D			\TestEvents\Stop_TestBeep_lp_3D	
	1681067324	Play_TestBeep_3D			\TestEvents\Play_TestBeep_3D	
	1955951874	Play_TestBeep			\TestEvents\Play_TestBeep	
	2073520173	Play_Alt_Charge_Fifle			\Weapons\Rifle\Play_Alt_Charge_Fifle	
	2435533942	Play_Reload_Rifle			\Weapons\Rifle\Play_Reload_Rifle	
	2628165376	Play_Headshot			\NPC\Damage\Play_Headshot	
	2752533807	Play_TestSound			\TestEvents\Play_TestSound	
	3106700779	Stop_TestBeep_lp			\TestEvents\Stop_TestBeep_lp	
	3158001838	Play_ChargeRdy_Rifle			\Weapons\Rifle\Play_ChargeRdy_Rifle	
	3179694963	Play_Obj_AirBox			\Ambience\Play_Obj_AirBox	
	4057284179	Play_Idle_Rifle			\Weapons\Rifle\Play_Idle_Rifle	
	4249207015	Play_Player_Land			\Locomotion\PlayerLocomotion\Play_Player_Land	

Switch Group	ID	Name			Wwise Object Path	Notes
	2051106367	PlayerSpeedSwitch			\Switches\PlayerSpeedSwitch	

Switch	ID	Name	Switch Group			Notes
	1296465089	Sprint	PlayerSpeedSwitch			
	1865857008	Transition	PlayerSpeedSwitch			
	2884887403	Sneak	PlayerSpeedSwitch			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2653406601	RTPC_PlayerSpeed			\GameParameters\RTPC_PlayerSpeed	

Effect plug-ins	ID	Name	Type				Notes
	206109583	BootRunCompressor (Custom)	Wwise Compressor			
	323939449	New_Parametric_EQ (Custom)	Wwise Parametric EQ			
	556812336	BootRunCompressor (Custom)	Wwise Compressor			
	652845231	BootRunCompressor (Custom)	Wwise Compressor			
	863753366	BootRunCompressor (Custom)	Wwise Compressor			
	891593514	New_Parametric_EQ (Custom)	Wwise Parametric EQ			
	1008402193	Low_Pass_20KHz	Wwise Parametric EQ			

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	216218866	Boots_Walk_Heel_05	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Heel_05_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Heel\Boots_Walk_Heel_05		15860
	221218712	Boots_Walk_Toe_05	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Toe_05_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Toe\Boots_Walk_Toe_05		68444
	243008600	Boots_Run_Heel_06	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Run\Boots_Run_Heel_06_5CB3E1E0.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Sprint\Heel\Boots_Run_Heel_06		15548
	260010361	Rifle_Recharge_1	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Rifle_Recharge_1_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Fire\Recharge\Rifle_Recharge\Rifle_Recharge_1		611388
	272504973	Rifle_NuclearCooldown	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Rifle_NuclearCooldown_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Fire\Recharge\Rifle_NuclearCooldown		195116
	291745391	Rifle_Alt_Fire	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Weapons\Rifle\Rifle_Alt_Fire_849B477C.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Alt_Fire\Rifle_Alt_Fire		224764
	293041057	Boots_Walk_Toe_02	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Toe_02_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Toe\Boots_Walk_Toe_02		103192
	371279162	Boots_Walk_Toe_01	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Toe_01_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Toe\Boots_Walk_Toe_01		69560
	380138756	Rifle_AirRelease	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Rifle_AirRelease_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Fire\Rifle_AirRelease		129744
	383454313	Boots_Walk_Heel_06	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Heel_06_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Heel\Boots_Walk_Heel_06		14096
	390256246	Boots_Run_Toe_05	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Run\Boots_Run_Toe_05_A811F49F.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Sprint\Toe\Boots_Run_Toe_05		54092
	394144264	Boots_Walk_Heel_01	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Heel_01_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Heel\Boots_Walk_Heel_01		18708
	435089554	Boots_Walk_Toe_06	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Toe_06_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Toe\Boots_Walk_Toe_06		80028
	484715529	Boots_Run_Toe_04	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Run\Boots_Run_Toe_04_3A8107D8.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Sprint\Toe\Boots_Run_Toe_04		68880
	511784467	Boots_Walk_Toe_07	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Toe_07_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Toe\Boots_Walk_Toe_07		77760
	563975790	Rifle_Recharge_3	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Rifle_Recharge_3_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Fire\Recharge\Rifle_Recharge\Rifle_Recharge_3		521440
	570131319	Rifle_GutteralRelease	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Rifle_GutteralRelease_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Fire\Rifle_GutteralRelease		158016
	662185199	Boots_Run_Toe_02	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Run\Boots_Run_Toe_02_2BAD6CE9.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Sprint\Toe\Boots_Run_Toe_02		63840
	693450681	Boots_Walk_Heel_08	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Heel_08_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Heel\Boots_Walk_Heel_08		15524
	700561171	Hitmarker_Air_v1	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Hitmarker_Air_v1_B4AC1E30.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Hitmarker_Air_v1		13826
	717672186	Rifle_FireMain	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Rifle_FireMain_13F9897F.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Fire\Rifle_FireMain		77316
	719082772	Boots_Jump	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Locomotion\Boots_Jump_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Boots_Jump		59744
	726251592	Rifle_ChargeRdy	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Rifle_ChargeRdy_F521E23F.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Alt_Fire\Rifle_ChargeRdy		20762
	733394148	Rifle_ChargeRdyLoop	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Weapons\Rifle\Rifle_ChargeRdyLoop_FBC78EF0.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Alt_Fire\Charge\Rifle_ChargeRdyLoop		576096
	752755002	Boots_Walk_Toe_08	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Toe_08_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Toe\Boots_Walk_Toe_08		74284
	769664889	Boots_Run_Heel_04	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Run\Boots_Run_Heel_04_163E44F6.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Sprint\Heel\Boots_Run_Heel_04		15828
	773481961	Boots_Run_Heel_03	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Run\Boots_Run_Heel_03_6C3BA84C.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Sprint\Heel\Boots_Run_Heel_03		16668
	800966659	Ambience_AirBox01_Lp	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Ambiences\3D\Ambience_AirBox01_Lp_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Ambience\Ambience_AirBox01_Lp		960096
	825794070	Boots_Run_Heel_01	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Run\Boots_Run_Heel_01_CB362389.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Sprint\Heel\Boots_Run_Heel_01		14712
	831702141	Boots_Run_Heel_02	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Run\Boots_Run_Heel_02_55F6251A.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Sprint\Heel\Boots_Run_Heel_02		15020
	854687943	Rifle_Recharge_2	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Rifle_Recharge_2_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Fire\Recharge\Rifle_Recharge\Rifle_Recharge_2		616896
	877196418	Boots_Walk_Toe_03	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Toe_03_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Toe\Boots_Walk_Toe_03		71532
	902368461	Rifle_Slime	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Rifle_Slime_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Fire\Rifle_Slime		132796
	911602909	SFX_TestSound_lp_3D	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\TestFiles\Beep Loop by DongKingKong Id-395901 9_1E14C19D.wem		\Actor-Mixer Hierarchy\TestFiles\3D_TestFiles\SFX_TestSound_lp_3D		198606
	921613273	sfx_test_Beep_1000hz	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\TestFiles\Beep 1000 Hz, Length Of 1 Frame To 25 FrameSec Code ( Pal) by OneiroidState Id-195926_818F3B66.wem		\Actor-Mixer Hierarchy\TestFiles\sfx_test_Beep_1000hz		3624
	939251175	Boots_Walk_Heel_07	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Heel_07_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Heel\Boots_Walk_Heel_07		16096
	959559467	Rifle_Alt_Chargev1	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Weapons\Rifle\Rifle_Alt_Chargev1_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\Weapons\Weapons\Rifle\Rifle_Alt_Fire\Charge\Rifle_Alt_Chargev1		707188
	1042406623	Boots_StartStop_02	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Boots_StartStop_02_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Transition\Boots_StartStop_02		66200
	1054467131	Boots_Land	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Locomotion\Boots_Land_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Boots_Land		79224
	1067223387	Boots_Walk_Heel_04	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Walk\Boots_Walk_Heel_04_818F3B66.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Walk\Heel\Boots_Walk_Heel_04		15880
	1072609968	Boots_Run_Toe_01	C:\game of life\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Run\Boots_Run_Toe_01_943E3BDE.wem		\Actor-Mixer Hierarchy\Sound FX\Sounds\PlayerSounds\Player_Locomotion\PlayerFootsteps\Player_fs_Boots\Sprint\Toe\Boots_Run_Toe_01		66088

