Event	ID	Name			Wwise Object Path	Notes
	3861538420	Play_MainMusicSW			\Music\Play_MainMusicSW	

State Group	ID	Name			Wwise Object Path	Notes
	1314730481	Player_Level			\Music_States\Player_Level	
	1358435973	Combat_intensity_Lv1			\Music_States\Combat_intensity_Lv1	
	1972315911	Lv2_ending			\Music_States\Lv2_ending	
	2718506204	Combat_Lv2			\Music_States\Combat_Lv2	
	3626020801	Player_State_health			\Music_States\Player_State_health	
	4071417932	Player_state			\Music_States\Player_state	

State	ID	Name	State Group			Notes
	748895195	None	Player_Level			
	964811740	Lv1	Player_Level			
	964811743	Lv2	Player_Level			
	2607556080	Menu	Player_Level			
	748895195	None	Combat_intensity_Lv1			
	2317668770	Combat_high_Lv1	Combat_intensity_Lv1			
	174960569	Loose	Lv2_ending			
	748895195	None	Lv2_ending			
	979765101	Win	Lv2_ending			
	748895195	None	Combat_Lv2			
	1778785816	Combat_hall_lv2	Combat_Lv2			
	2625421100	Combat_Xaga_Lv2	Combat_Lv2			
	72790338	Low_health	Player_State_health			
	748895195	None	Player_State_health			
	3268324997	Normal_health	Player_State_health			
	5260279	No_combat	Player_state			
	748895195	None	Player_state			
	1960863454	Control_tower	Player_state			
	2116791127	In_combat	Player_state			
	3705378287	Elevator	Player_state			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	689719486	DG_combatH_vokalG_1	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\DG_combatH_vokalG_1_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Player_state\Lv1_combat_intensity\Lv1_combat_high\DG_combat_high\DG_combatH_vokalG_1		16756460
	743987542	DG_Menu_blæsG_1	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Menu_1\DG_Menu_blæsG_1_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Menu\Menu_1\DG_Menu_blæsG_1		20107736
	783790631	DG_nocombat_vokalG_2	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\DG_nocombat_vokalG_2_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Control_Tower\DG_nocombat_loop\DG_nocombat_vokalG_2		20107736
	831976881	DG_nocombat_fladerG_2	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\DG_nocombat_fladerG_2_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_No_Combat\DG_nocombat_loop\DG_nocombat_fladerG_2		20107736
	882023033	DG_combat_vokalG_1	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\DG_combat_vokalG_1_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_incombat\DG_Loop1A\DG_combat_vokalG_1		20107736
	925240015	DG_Menu_vokalG_1	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\Menu_1\DG_Menu_vokalG_1_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Menu\Menu_1\DG_Menu_vokalG_1		20107736
	957659889	DG_trans_high-low_2	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\DG_trans_high-low_2_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Transitions_LV1\DG_transition_high-normal_lv1\DG_trans_high-low_2		3351372
	973262897	DG_Pre_xaga	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\DG_Pre_xaga_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv2_conference\Lv2_base_theme\DG_Pre_xaga\DG_Pre_xaga		8797188
	982758143	DG_combat_blæsG_1	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\DG_combat_blæsG_1_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_incombat\DG_Loop1A\DG_combat_blæsG_1		20107736
	983932764	DG_nocombat_audioG_2	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\DG_nocombat_audioG_2_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_No_Combat\DG_nocombat_loop\DG_nocombat_audioG_2		20107736
	1068075231	DG_combat_fladerG_1	C:\Unity\DADIU_1\GraduationGameTeam1\WwiseProject_GraduationGame\.cache\Windows\SFX\DG_combat_fladerG_1_FBC78EF0.wem		\Interactive Music Hierarchy\InteractiveMusic\MainMusicSW\Lv1_hangard\Lv1_incombat\DG_Loop1A\DG_combat_fladerG_1		20107736

